Filename,Predictions,Truth,Accuracy
1364,5,5,
1372,4,-1,
1374,5,5,
1382,1,1,
1395,3,3,
1398,5,5,
1415,1,2,
1418,3,3,
1423,1,1,
1425,2,2,
1426,4,4,
1427,2,-1,
1434,2,2,
1436,3,3,
1440,3,3,
1449,3,3,
1454,1,1,
1456,-1,4,
1468,-1,-1,
1470,2,2,
1473,1,1,
1476,4,4,
1477,5,5,
1487,3,3,
1490,4,4,
1492,4,4,
1493,5,5,
1497,1,1,
1509,1,1,
1514,4,-1,
1515,5,5,
1547,4,4,
1548,2,2,
1559,4,4,
1567,-1,5,
1583,3,-1,
1587,3,-1,
1597,2,2,
1606,5,5,
1608,4,4,
1611,2,2,
1617,5,5,
1625,-1,-1,
1638,1,1,
1639,4,4,
1652,1,1,
1657,4,4,
1658,4,4,
1660,4,4,
1673,1,1,
1676,3,3,
1685,5,5,
1693,3,3,
1695,4,4,
1696,1,5,
1708,1,1,
1719,1,5,
1724,1,3,
1728,4,-1,
1736,3,-1,
1754,3,-1,
1755,3,3,
1759,4,4,
1761,1,1,
1762,3,3,
1763,-1,3,
1764,2,3,
1769,4,4,
1770,2,2,
1775,3,0,
1777,4,4,
1781,4,-1,
1794,4,4,
1797,-1,-1,
1799,4,4,
1802,5,1,
1803,4,-1,
1804,2,2,
1808,5,5,
1824,2,2,
1825,2,3,
1828,3,-1,
1831,1,1,
1836,2,2,
1839,4,-1,
1842,2,2,
1852,4,-1,
1853,-1,-1,
1854,4,4,
1861,-1,4,
1869,2,2,
1879,1,1,
1881,2,2,
1883,2,3,
1884,2,3,
1885,4,4,
1896,1,1,
1902,3,3,
1911,2,2,
1927,3,-1,
1931,5,5,
1940,5,5,
1941,5,5,
1942,2,2,
1946,5,5,
1948,2,2,
1949,4,4,
1954,-1,-1,
1956,3,-1,
1957,3,3,
1958,1,1,
1968,2,2,
1976,4,4,
1977,5,5,
1994,5,0,
1995,4,4,
1997,5,5,
1998,2,3,
2006,4,4,
2010,2,2,
2013,1,1,
2018,1,1,
2021,1,1,
2027,1,1,
2047,1,1,
2049,4,-1,
2051,4,3,
2054,5,-1,
2057,2,2,
2068,4,4,
2075,1,1,
2078,-1,4,
2082,1,1,
2084,3,4,
2092,4,4,
2106,2,3,
2107,1,1,
2111,3,3,
2114,-1,4,
2120,4,4,
2123,3,3,
2124,3,1,
2128,1,1,
2132,5,5,
2133,1,1,
2136,4,-1,
2137,2,3,
2143,3,3,
2148,2,2,
2154,2,3,
2162,5,5,
2172,5,5,
2178,2,2,
2180,5,5,
2181,4,4,
2183,3,3,
2187,2,3,
2189,4,4,
2196,3,-1,
2200,4,4,
2206,2,3,
2214,1,1,
2217,1,5,
2221,2,2,
2227,2,3,
2229,5,5,
2238,5,5,
2241,-1,3,
2248,2,2,
2251,4,-1,
2257,2,2,
2265,3,-1,
2271,2,2,
2278,5,5,
2289,1,1,
2297,1,1,
2300,1,1,
2324,4,-1,
2326,-1,3,
2336,4,4,
2337,-1,-1,
2338,2,3,
2341,4,4,
2342,4,4,
2346,1,1,
2351,3,-1,
2353,5,0,
2358,1,5,
2359,-1,-1,
2375,1,1,
2384,-1,3,
2388,5,5,
2389,4,4,
2393,2,3,
2397,1,1,
2400,2,1,
2408,3,3,
2424,2,2,
2433,-1,5,
2435,3,-1,
2440,2,2,
2452,3,-1,
2458,2,2,
2460,2,3,
2470,2,2,
2472,3,3,
2475,2,2,
2492,2,2,
2497,4,-1,
2512,1,1,
2514,1,1,
2516,3,3,
2519,4,4,
2523,2,2,
2531,2,2,
2532,3,3,
2536,4,4,
2546,3,-1,
2560,1,1,
2564,2,2,
2567,3,-1,
2581,5,5,
2587,2,2,
2591,3,3,
2598,2,3,
2610,1,5,
2614,4,4,
2617,1,1,
2619,-1,1,
2620,1,5,
2624,1,1,
2628,2,2,
2634,3,3,
2637,2,2,
2650,2,2,
2652,1,1,
2654,1,2,
2659,1,1,
2661,4,4,
2663,4,3,
2665,3,2,
2671,-1,3,
2677,1,3,
2683,3,4,
2686,4,4,
2687,2,3,
2688,4,4,
2691,5,5,
2692,4,4,
2699,4,4,
2703,1,1,
2711,-1,3,
2714,1,1,
2725,1,1,
2732,5,5,
2740,2,2,
2768,5,5,
2771,4,4,
2777,3,3,
2788,3,-1,
2792,5,3,
2795,2,2,
2797,5,5,
2802,2,2,
2804,3,3,
2809,4,-1,
2811,4,4,
2812,1,-1,
2819,4,-1,
2832,3,4,
2833,-1,0,
2836,2,2,
2840,1,1,
2842,1,1,
2846,4,4,
2847,1,1,
2852,4,-1,
2855,5,5,
2861,4,4,
2866,3,3,
2871,3,3,
2874,5,5,
2878,1,1,
2881,1,1,
2890,3,4,
2893,4,4,
2894,2,2,
2902,3,3,
2903,2,2,
2910,5,5,
2927,4,4,
2928,4,-1,
2932,2,2,
2936,1,1,
2938,2,2,
2957,4,-1,
2959,1,1,
2962,1,1,
2966,1,0,
2969,4,4,
2984,-1,-1,
2986,1,1,
2987,2,2,
2994,3,3,
2996,4,4,
3003,3,3,
3023,4,4,
3033,3,-1,
3043,2,-1,
3046,3,3,
3049,3,1,
3066,-1,-1,
3068,1,-1,
3069,1,1,
3073,1,1,
3075,1,1,
3079,4,4,
3093,5,5,
3095,3,3,
3097,2,3,
3102,2,2,
3109,1,-1,
3111,-1,4,
3119,4,-1,
3120,3,3,
3125,5,3,
3134,1,0,
3140,5,5,
3141,3,-1,
3147,4,4,
3149,2,2,
3152,2,1,
3153,3,3,
3154,3,3,
3168,4,4,
3170,1,1,
3172,2,3,
3173,5,1,
3182,3,3,
3186,5,5,
3199,3,3,
3214,1,1,
3221,-1,-1,
3233,-1,5,
3234,1,1,
3237,1,1,
3238,5,5,
3246,4,4,
3267,3,-1,
3282,2,2,
3285,2,2,
3293,5,5,
3295,1,1,
3298,1,1,
3300,2,2,
3306,-1,4,
3307,1,1,
3308,1,1,
3314,2,2,
3321,2,2,
3327,5,5,
3328,4,-1,
3329,2,2,
3330,5,0,
3334,1,1,
3342,5,5,
3344,4,4,
3346,3,-1,
3356,3,3,
3363,4,-1,
3365,1,1,
3368,3,1,
3373,1,1,
3377,2,2,
3378,1,1,
3380,4,4,
3382,1,1,
3393,5,5,
3399,3,3,
3400,1,-1,
3410,2,2,
3415,-1,0,
3422,-1,4,
3442,5,5,
3456,4,4,
3464,2,2,
3466,2,2,
3470,5,5,
3480,1,1,
3486,3,3,
3490,5,5,
3491,2,2,
3493,3,5,
3507,5,5,
3521,5,5,
3522,3,4,
3532,4,4,
3546,4,3,
3549,2,2,
3554,1,1,
3559,-1,5,
3568,3,-1,
3576,1,1,
3577,1,1,
3578,5,-1,
3585,1,3,
3593,5,5,
3599,1,1,
3602,1,3,
3604,5,5,
3605,-1,4,
3606,5,-1,
3607,2,3,
3610,4,3,
3628,3,3,
3629,1,1,
3634,3,3,
3636,-1,-1,
3640,2,2,
3642,-1,3,
3645,1,0,
3646,2,2,
3648,2,2,
3650,-1,3,
3665,5,5,
3670,3,-1,
3675,2,2,
3677,5,5,
3683,5,5,
3685,2,2,
3686,2,2,
3687,3,3,
3691,3,3,
3692,4,4,
3695,5,5,
3702,4,4,
3703,1,5,
3704,2,2,
3708,1,1,
3714,4,-1,
3716,4,4,
3720,-1,-1,
3721,4,4,
3723,-1,-1,
3726,2,2,
3729,4,4,
3740,4,-1,
3741,3,3,
3743,-1,5,
3746,1,1,
3748,4,-1,
3749,3,-1,
3751,3,3,
3754,-1,3,
3761,3,1,
3762,3,-1,
3763,3,3,
3770,2,2,
3775,2,2,
3781,2,3,
3784,3,3,
3788,5,4,
3791,3,3,
3819,1,-1,
3829,-1,-1,
3831,4,4,
3837,4,4,
3839,-1,4,
3842,1,1,
3852,4,4,
3855,4,-1,
3862,2,2,
3869,1,3,
3873,2,3,
3875,-1,4,
3880,1,1,
3885,5,5,
3890,5,5,
3891,3,-1,
3893,4,-1,
3899,4,4,
3904,-1,3,
3919,-1,3,
3922,2,2,
3928,5,5,
3935,4,4,
3942,4,-1,
3951,5,5,
3956,1,1,
3967,2,3,
3968,1,1,
3969,2,2,
3985,4,4,
3989,-1,-1,
3998,5,5,
4013,-1,4,
4025,3,3,
4036,-1,-1,
4037,-1,4,
4046,3,-1,
4052,3,3,
4055,1,1,
4059,2,3,
4065,4,4,
4070,-1,3,
4074,3,3,
4075,-1,4,
4077,5,5,
4079,1,1,
4081,3,3,
4096,4,4,
4098,1,1,
4099,4,-1,
4104,2,2,
4105,-1,1,
4107,3,-1,
4109,4,3,
4111,5,5,
4115,4,4,
4117,3,3,
4120,-1,3,
4125,1,-1,
4135,3,3,
4138,2,3,
4143,1,1,
4144,1,2,
4145,1,1,
4147,1,1,
4153,-1,4,
4157,1,1,
4159,4,4,
4161,1,1,
4162,4,4,
4163,4,-1,
4170,2,1,
4180,2,2,
4182,2,2,
4190,3,3,
4196,1,1,
4200,3,3,
4205,5,5,
4213,5,0,
4214,3,3,
4217,3,3,
4218,4,4,
4221,5,5,
4224,3,1,
4230,5,5,
4231,-1,1,
4232,4,4,
4235,5,1,
4237,4,-1,
4239,2,2,
4253,5,5,
4267,4,-1,
4270,2,2,
4274,1,1,
4279,3,3,
4285,1,1,
4298,2,2,
4312,1,1,
4322,3,3,
4329,3,3,
4332,4,-1,
4338,3,3,
4340,2,1,
4341,1,1,
4349,4,4,
4350,4,-1,
4353,4,-1,
4364,2,2,
4365,1,1,
4369,4,-1,
4373,3,3,
4391,3,3,
4393,1,1,
4396,2,2,
4399,5,5,
4405,3,-1,
4407,5,5,
4411,2,2,
4419,4,4,
4420,3,3,
4425,3,-1,
4432,3,3,
4433,5,5,
4434,4,4,
4448,3,4,
4453,4,4,
4456,4,3,
4469,1,1,
4480,4,-1,
4483,-1,3,
4498,1,1,
4499,-1,4,
4500,1,1,
4501,4,4,
4502,-1,-1,
4503,3,3,
4504,2,2,
4519,4,-1,
4520,4,-1,
4533,-1,3,
4540,2,2,
4546,3,3,
4548,4,-1,
4559,4,4,
4567,4,-1,
4574,-1,3,
4592,3,3,
4594,2,3,
4598,5,5,
4612,5,5,
4614,4,4,
4621,1,1,
4629,1,-1,
4637,2,2,
4639,5,5,
4642,1,1,
4644,1,5,
4648,-1,3,
4652,3,3,
4657,1,1,
4683,-1,4,
4684,1,1,
4686,1,0,
4690,5,1,
4695,4,4,
4699,3,3,
4713,2,2,
4715,2,3,
4744,1,1,
4749,-1,3,
4759,4,-1,
4763,5,5,
4768,3,3,
4771,5,5,
4773,2,2,
4775,4,4,
4776,4,4,
4779,3,3,
4786,-1,1,
4802,2,3,
4809,5,5,
4810,5,5,
4813,5,5,
4821,2,2,
4827,1,1,
4828,-1,-1,
4832,2,2,
4834,4,4,
4836,4,4,
4837,4,4,
4842,3,3,
4843,5,5,
4850,4,-1,
4865,5,5,
4870,5,5,
4873,-1,-1,
4882,5,5,
4894,1,1,
4898,1,1,
4902,4,4,
4904,5,5,
4905,1,1,
4914,5,5,
4915,1,1,
4918,5,5,
4929,-1,3,
4933,2,1,
4934,1,1,
4938,4,4,
4941,1,1,
4946,5,5,
4953,-1,-1,
4962,4,4,
4965,3,3,
4966,4,4,
4971,2,3,
4982,3,-1,
4984,3,3,
4988,1,1,
